step,activeVeh,minExpected,arrivedTotal,tlsCount,sum_qA,sum_qB,sum_switches
1095,7,7,307,48,0,0,154
1096,7,7,307,48,0,0,155
1097,7,7,307,48,0,0,155
1098,7,7,307,48,0,0,155
1099,7,7,307,48,0,0,156
1100,6,6,308,48,0,0,156
1101,6,6,308,48,0,0,156
1102,6,6,308,48,0,0,156
1103,6,6,308,48,0,0,156
1104,6,6,308,48,0,0,156
1105,6,6,308,48,0,0,156
1106,6,6,308,48,0,0,156
1107,6,6,308,48,0,0,156
1108,6,6,308,48,0,0,156
1109,6,6,308,48,0,0,156
1110,6,6,308,48,0,0,156
1111,6,6,308,48,0,0,156
1112,6,6,308,48,0,0,156
1113,6,6,308,48,0,0,156
1114,6,6,308,48,0,0,156
1115,6,6,308,48,0,0,156
1116,6,6,308,48,0,0,156
1117,6,6,308,48,0,0,156
1118,6,6,308,48,0,0,156
1119,6,6,308,48,0,0,156
1120,6,6,308,48,0,0,156
1121,6,6,308,48,0,0,156
1122,6,6,308,48,0,0,156
1123,6,6,308,48,0,0,156
1124,6,6,308,48,0,0,156
1125,6,6,308,48,0,0,156
1126,6,6,308,48,0,0,156
1127,6,6,308,48,0,0,156
1128,6,6,308,48,0,0,156
1129,6,6,308,48,0,0,156
1130,6,6,308,48,0,0,156
1131,5,5,309,48,0,0,156
1132,5,5,309,48,0,0,156
1133,5,5,309,48,0,0,156
1134,5,5,309,48,0,0,156
1135,5,5,309,48,0,0,156
1136,5,5,309,48,0,0,156
1137,5,5,309,48,0,0,156
1138,5,5,309,48,0,0,156
1139,5,5,309,48,0,0,156
1140,5,5,309,48,0,0,156
1141,5,5,309,48,0,0,156
1142,5,5,309,48,0,0,156
1143,5,5,309,48,0,0,156
1144,5,5,309,48,0,0,156
1145,5,5,309,48,0,0,156
1146,5,5,309,48,0,0,156
1147,5,5,309,48,0,0,156
1148,5,5,309,48,0,0,157
1149,5,5,309,48,0,0,159
1150,5,5,309,48,0,0,159
1151,5,5,309,48,0,0,159
1152,5,5,309,48,0,0,159
1153,5,5,309,48,0,0,159
1154,5,5,309,48,0,0,159
1155,5,5,309,48,0,0,159
1156,5,5,309,48,0,0,159
1157,5,5,309,48,0,0,159
1158,5,5,309,48,0,0,160
1159,5,5,309,48,0,0,160
1160,5,5,309,48,0,0,160
1161,5,5,309,48,0,0,160
1162,5,5,309,48,0,0,160
1163,5,5,309,48,0,0,161
1164,5,5,309,48,0,0,161
1165,5,5,309,48,0,0,162
1166,5,5,309,48,0,0,162
1167,5,5,309,48,0,0,162
1168,5,5,309,48,0,0,162
1169,5,5,309,48,0,0,162
1170,5,5,309,48,0,0,162
1171,5,5,309,48,0,0,162
1172,5,5,309,48,0,0,162
1173,5,5,309,48,0,0,162
1174,4,4,310,48,0,0,162
1175,4,4,310,48,0,0,163
1176,4,4,310,48,0,0,164
1177,4,4,310,48,0,0,164
1178,4,4,310,48,0,0,164
1179,4,4,310,48,0,0,164
1180,4,4,310,48,0,0,164
1181,4,4,310,48,0,0,164
1182,4,4,310,48,0,0,164
1183,4,4,310,48,0,0,164
1184,4,4,310,48,0,0,164
1185,4,4,310,48,0,0,164
1186,4,4,310,48,0,0,164
1187,4,4,310,48,0,0,164
1188,4,4,310,48,0,0,164
1189,4,4,310,48,0,0,164
1190,4,4,310,48,0,0,164
1191,4,4,310,48,0,0,164
1192,4,4,310,48,0,0,164
1193,3,3,311,48,0,0,164
1194,3,3,311,48,0,0,164
1195,3,3,311,48,0,0,164
1196,3,3,311,48,0,0,164
1197,3,3,311,48,0,0,164
1198,3,3,311,48,0,0,164
1199,3,3,311,48,0,0,164
1200,3,3,311,48,0,0,164
1201,3,3,311,48,0,0,164
1202,3,3,311,48,0,0,164
1203,3,3,311,48,0,0,164
1204,3,3,311,48,0,0,164
1205,3,3,311,48,0,0,164
1206,3,3,311,48,0,0,164
1207,3,3,311,48,0,0,164
1208,3,3,311,48,0,0,164
1209,3,3,311,48,0,0,164
1210,3,3,311,48,0,0,164
1211,3,3,311,48,0,0,164
1212,3,3,311,48,0,0,164
1213,3,3,311,48,0,0,164
1214,3,3,311,48,0,0,164
1215,3,3,311,48,0,0,164
1216,3,3,311,48,0,0,164
1217,3,3,311,48,0,0,164
1218,3,3,311,48,0,0,164
1219,3,3,311,48,0,0,164
1220,3,3,311,48,0,0,164
1221,3,3,311,48,0,0,164
1222,3,3,311,48,0,0,164
1223,3,3,311,48,0,0,164
1224,3,3,311,48,0,0,164
1225,3,3,311,48,0,0,164
1226,3,3,311,48,0,0,164
1227,3,3,311,48,0,0,164
1228,3,3,311,48,0,0,164
1229,3,3,311,48,0,0,164
1230,3,3,311,48,0,0,164
1231,3,3,311,48,0,0,164
1232,3,3,311,48,0,0,164
1233,3,3,311,48,0,0,164
1234,3,3,311,48,0,0,164
1235,2,2,312,48,0,0,164
1236,2,2,312,48,0,0,164
1237,2,2,312,48,0,0,164
1238,2,2,312,48,0,0,164
1239,1,1,313,48,0,0,164
1240,1,1,313,48,0,0,164
1241,0,0,314,48,0,0,164
1242,0,0,314,48,0,0,164
1243,0,0,314,48,0,0,164
1244,0,0,314,48,0,0,164
1245,0,0,314,48,0,0,164
1246,0,0,314,48,0,0,164
1247,0,0,314,48,0,0,164
1248,0,0,314,48,0,0,164
1249,0,0,314,48,0,0,164
1250,0,0,314,48,0,0,164
1251,0,0,314,48,0,0,164
1252,0,0,314,48,0,0,164
1253,0,0,314,48,0,0,164
1254,0,0,314,48,0,0,164
1255,0,0,314,48,0,0,164
1256,0,0,314,48,0,0,164
1257,0,0,314,48,0,0,164
1258,0,0,314,48,0,0,164
1259,0,0,314,48,0,0,164
1260,0,0,314,48,0,0,164
